栏目,发布时间,标题,来源媒体,摘要,URL
证券要闻,2025/8/26 19:04,主力资金 | 尾盘主力资金大幅出逃这些股,数据宝,4个行业获主力资金净流入。据证券时报·数据宝统计，今日（8月26日）沪深两市主力资金净流出459.84亿元，其中创业板净流出285.79亿元，沪深300成份股净流出116.17亿元。行业板块方面，申万一级17个行业上涨，农林牧渔和美容护理行业涨幅居前，均超2%；基础化工、传媒和综合行业均涨超1%，商贸零售、计算机、石油石化和纺织服饰等行业跟涨。,"http://finance.eastmoney.com/news/1353,202508263495102763.html"
证券要闻,2025/8/26 19:04,揭秘涨停 | 多只业绩增长股涨停,数据宝,今日（8月26日），A股市场收盘共92股涨停，剔除掉21只ST板块个股后71股涨停，28股封板未遂，整体封板率为76.67%。涨停战场：天普股份封单资金超13亿元从收盘涨停板封单量来看，利欧股份封单量最高，有94.24万手；其次是天普股份、领益智造、合力泰，涨停板封单量分别为38.25万手、33.16万手、32.4万手。,"http://finance.eastmoney.com/news/1354,202508263495101591.html"
证券要闻,2025/8/26 18:50,边缘计算驱动AI产业化落地 ELEXCON 2025聚焦智能化应用,上海证券报·中国证券网,上证报中国证券网讯（记者徐潇潇）随着电子行业智能化转型不断深化，边缘计算正成为AI真正落地的核心引擎。8月26日，ELEXCON2025——第22届深圳国际电子展在深圳举办。本届展会聚焦“AllforAI，AllforGREEN”双主轴，为产业链上下游注入全栈技术支持，从算力芯片到能源电子，图谱丰富、领域纵深。,"http://finance.eastmoney.com/news/1354,202508263495413865.html"
证券要闻,2025/8/26 18:48,晚间公告丨8月26日这些公告有看头,第一财经,【品大事】浙文影业：独立董事刘静被留置浙文影业公告，公司独立董事刘静已被相关监察机关实施留置，所涉事项与公司无关。刘静不参与公司日常生产经营管理工作，公司其他董事、监事及高级管理人员均正常履职，生产经营及管理一切正常。必易微：拟以2.95亿元现金收购上海兴感半导体100%股权必易微公告，公司拟以自有或自筹资金2.95亿元收购上海兴感半导体有限公司100%股权。,"http://finance.eastmoney.com/news/1354,202508263495086334.html"
证券要闻,2025/8/26 18:39,每日机构分析：8月26日,新华财经,·法农信贷：预计美联储今年将降息两次终端利率为4%·瑞讯银行：特朗普与美联储的最新戏剧性事件再次引发市场担忧·德国商业银行：美元的回升空间有限·德意志银行：美国公司可能更容易受到关税影响·法国国债因政治风险遭抛售吸引日本买家·马来亚银行：泰国央行可能在2026年底前再降息两次【机构分析】·法国农业信贷银行目前预计美联储今年将两次降息，一次在9月，一次在12月。,"http://finance.eastmoney.com/news/1353,202508263495336622.html"
证券要闻,2025/8/26 18:37,上交所和中证指数：修订上证基准做市公司债指数编制方案,中国证券报·中证金牛座,中证指数网站8月26日发布公告称，为进一步提升指数可投资性，上海证券交易所和中证指数有限公司决定修订上证基准做市公司债指数的编制方案。此次修订内容具体为：增加发行人权重上限条件——单一发行人所发行的证券样本权重合计不超过10%。指数编制方案的其余部分保持不变。指数编制方案的修订将于9月1日实施。,"http://finance.eastmoney.com/news/1353,202508263495361046.html"
证券要闻,2025/8/26 18:31,香港证监会出手 汇丰被罚,中国基金报,【导读】汇丰遭香港证监会谴责并罚款420万元！净利润下滑99.67%，东方甄选大跌超11%8月26日，香港三大股指齐跌，香港恒生指数跌1.18%，报25524.92点；恒生科技指数跌0.74%，报5782.24点；恒生中国企业指数跌1.07%，报9148.66点。大市成交3178.71亿港元，南向资金大幅加仓165.73亿港元。恒生指数成份股中有18只上涨，66只下跌。,"http://finance.eastmoney.com/news/1353,202508263495361264.html"
证券要闻,2025/8/26 18:21,超级主线迎来重要消息——道达投资手记,每日经济新闻,今天，A股三大指数涨跌不一。截至收盘，上证指数、创业板指数分别下跌0.39%、0.75%，深证成指上涨0.26%。沪深两市成交额达到26790亿元，较昨日大幅缩量4621亿元。整个市场有2804只个股上涨，2470只个股下跌，个股涨跌幅的中位数为上涨0.11%。今天大盘调整，相信大家并不意外。最近两天，达哥都在文章中提到了6124点与5178点的连线。,"http://finance.eastmoney.com/news/1353,202508263495414552.html"
证券要闻,2025/8/26 18:15,“川超”将于9月下旬开赛，体育赛事提振消费热情，这些相关股频获机构调研,财联社,据报道，新版四川省城市足球联赛（简称“川超”）将跨年举行，计划于2025年9月20日开幕，将一直持续到2026年7月结束。比赛采取分区赛—总决赛相结合的模式举行，共计将进行28轮162场比赛。8月15日，成都市足协已发布川超成都队招募令，目前已有超300人报名。今年以来，国内各地体育赛事密集落地，赛场内外的运动氛围持续升温，点燃了体育产品消费热情。,"http://finance.eastmoney.com/news/1353,202508263495048298.html"
证券要闻,2025/8/26 18:13,A股大涨多位教授身家超10亿元，科研成果结合资本市场成“财富密码”,上游新闻,近日，随着沪指突破3800点关口，与科技创新紧密相关的科技股持续表现强劲。股价的飙升，不仅让投资者乐开花，也让一批深耕科研、推动成果产业化的专家群体财富攀升。8月26日，上游新闻记者调查发现，中科院计算所研究员、寒武纪公司创始人陈天石持股28.63%，身家已逾1588亿元；西北大学教授范代娣家庭财富约290亿元。,"http://finance.eastmoney.com/news/1354,202508263495048334.html"
证券要闻,2025/8/26 18:09,科技制造持续走热 芯擎科技完成超10亿元新融资｜投融资周报,21世纪经济报道,一句话趋势：人工智能持续升温，芯片赛道投资火热，医疗健康领域亦有亮点。过去一周披露的投融资案例显示，科技与制造领域依旧是一级市场关注的重点，人工智能仍是资本关注的焦点，航空航天赛道受青睐。在科技与制造领域，湖北芯擎科技有限公司宣布完成规模超10亿元人民币的B轮融资；追梦空天科技（苏州）有限公司也宣布完成两轮累计超亿元人民币的Pre-A++轮及战略轮融资。,"http://finance.eastmoney.com/news/1353,202508263495415085.html"
证券要闻,2025/8/26 19:33,8月26日晚间沪深上市公司重大事项公告最新快递,东方财富Choice数据,8月26日晚间沪深上市公司重大事项公告最新快递。,"http://finance.eastmoney.com/news/1345,202508263495126731.html"
证券要闻,2025/8/26 18:02,北方稀土：上半年净利润9.31亿元 同比增长1951.52%,第一财经,【北方稀土：上半年净利润9.31亿元 同比增长1951.52%】北方稀土公告，2025年上半年营业收入188.66亿元，同比增长45.24%；归属于上市公司股东的净利润9.31亿元，同比增长1951.52%。报告期，公司不进行利润分配及公积金转增股本。,"http://finance.eastmoney.com/news/1345,202508263495029491.html"
证券要闻,2025/8/26 20:53,事关房地产反洗钱！两部门发布管理办法,财联社,今日，住房城乡建设部、中国人民银行印发《房地产从业机构反洗钱工作管理办法》。其中明确，房地产从业机构不得向身份不明的客户销售房屋或者提供经纪服务。客户拒不配合提供身份证明材料等信息的，可以拒绝向其销售房屋或者提供经纪服务，并根据情况向中国反洗钱监测分析中心提交可疑交易报告。,"http://finance.eastmoney.com/news/1350,202508263495224859.html"
证券要闻,2025/8/26 18:36,国家发改委：推动产业全要素智能化发展 培育人工智能应用服务商 打造人工智能应用服务链,发改委网站,【国家发改委：推动产业全要素智能化发展 培育人工智能应用服务商 打造人工智能应用服务链】近日，国务院印发《关于深入实施“人工智能+”行动的意见》（以下简称《意见》）。国家发展改革委有关负责同志就《意见》接受采访，回答了记者提问。,"http://finance.eastmoney.com/news/1345,202508263495047638.html"
证券要闻,2025/8/26 17:50,中上协召开董事会秘书专业委员会年中工作会议,上海证券报·中国证券网,上证报中国证券网讯据中国上市公司协会8月26日消息，中国上市公司协会（以下简称中上协）董事会秘书专业委员会（以下简称董秘委）年中工作会议8月22日在北京以现场+线上方式召开。会议由董秘委主任委员、邮储银行副行长、董事会秘书杜春野主持，协会党委委员、副会长余辉出席会议并致辞。董秘委全体委员和1500余家上市公司董事会秘书、财务负责人和证券事务代表5400余人通过直播形式参会。,"http://finance.eastmoney.com/news/1353,202508263495416531.html"
证券要闻,2025/8/26 17:50,超越去年 2025年暑期档观影人次已突破3亿,上海证券报·中国证券网,上证报中国证券网讯（记者杨翔菲）据灯塔专业版，截至8月26日16时49分，2025年暑期档（6-8月）总观影人次（含预售）已突破3亿，超过2024年暑期档最终观影人次（2.85亿）。,"http://finance.eastmoney.com/news/1353,202508263495416979.html"
证券要闻,2025/8/26 17:48,国家发展改革委有关负责同志就《关于深入实施“人工智能+”行动的意见》答记者问,发改委,近日，国务院印发《关于深入实施“人工智能+”行动的意见》（以下简称《意见》）。国家发展改革委有关负责同志就《意见》接受采访，回答了记者提问。问：《意见》出台的背景是什么？答：党中央、国务院高度重视人工智能发展，近年来完善顶层设计、加强工作部署，推动我国人工智能综合实力整体性、系统性跃升。,"http://finance.eastmoney.com/news/1350,202508263495014647.html"
证券要闻,2025/8/26 17:47,人工智能 重磅利好！国务院印发！,证券时报,人工智能 重磅利好！国务院印发！,"http://finance.eastmoney.com/news/1353,202508263495361816.html"
证券要闻,2025/8/26 16:55,国内成品油价今晚下调 加满一箱油少花7元,界面新闻,【今晚下调油价 加满一箱油能少花7元】根据国家发展改革委消息，新一轮成品油调价窗口将于8月26日24时开启。据国家发展改革委价格监测中心监测，本轮成品油调价周期内（8月12日—8月25日）国际油价先降后升。记者今天从国家发展改革委获悉，本次油价调整具体情况如下：从8月26日24时起，汽、柴油下调幅度分别为180元/吨及175元/吨。全国平均来看：92号汽油每升下调0.14元，95号汽油每升下调0.15元，0号柴油每升下调0.15元。央视财经记者给您算了笔账，用92号汽油加满50升油箱将节省7元。,"http://finance.eastmoney.com/news/1345,202508263494944296.html"
