栏目,发布时间,标题,来源媒体,摘要,URL,情感,置信度
证券要闻,2025-08-28 21:12:10,合力科技：第六届监事会第十九次会议决议公告,证券日报,证券日报网讯8月28日晚间，合力科技发布公告称，公司第六届监事会第十九次会议审议通过了《公司及其摘要》等。,"http://finance.eastmoney.com/news/1353,202508283498293953.html",positive (stars 4 and 5),0.6396048069000244
证券要闻,2025-08-28 21:12:10,宏辉果蔬：第五届董事会第二十三次会议决议公告,证券日报,证券日报网讯8月28日晚间，宏辉果蔬发布公告称，公司第五届董事会第二十三次会议审议通过了《关于调整使用闲置自有资金购买理财产品额度的议案》等。,"http://finance.eastmoney.com/news/1353,202508283498293762.html",positive (stars 4 and 5),0.6497305631637573
证券要闻,2025-08-28 21:06:43,科创板晚报|寒武纪预计2025年实现至多70亿元营收 芯原股份筹划购买芯来智融股权,科创板日报,《科创板日报》8月28日讯今日科创板晚报主要内容包括：多家机构集体提高英伟达目标价；我国自研脑机接口完成脑深部肿瘤边界精准定位临床试验；“星链”服务全球用户超700万。【热点聚焦】简讯：多家机构集体提高英伟达目标价美银给出235美元的最高目标价英伟达公布第二季度业绩报告后，多家投行更新其对这家人工智能巨头的最新评级及目标价格。,"http://finance.eastmoney.com/news/1354,202508283498293240.html",positive (stars 4 and 5),0.8544819951057434
证券要闻,2025-08-28 19:21:58,1587.91元站上A股之巅！寒武纪登顶背后谁在助推？,第一财经,“股王”易主的戏码正在上演！不到两个月股价暴涨近164%，从7月初的563元冲至1587.91元，AI芯片龙头寒武纪（688256.SH）8月28日收盘价力压贵州茅台（600519.SH），一举夺下A股“新股王”宝座。伴随股价飙升的是成交额的爆发式增长，从7月日均44.38亿元激增至260多亿元，近5倍放量点燃了市场热情。,"http://finance.eastmoney.com/news/1345,202508283498142348.html",positive (stars 4 and 5),0.915191113948822
证券要闻,2025-08-28 20:54:33,沪股通现身8只个股龙虎榜,证券时报网,8月28日公开信息显示，沪股通席位共现身8只个股龙虎榜。证券时报·数据宝统计显示，8月28日共有53只个股上榜龙虎榜，其中，8只个股前五大买卖营业部中出现沪股通专用席位的身影。净买入的有剑桥科技、华胜天成、东芯股份等，净买入金额分别为20381.32万元、19465.71万元、9467.58万元。,"http://finance.eastmoney.com/news/1353,202508283498278196.html",positive (stars 4 and 5),0.783000111579895
证券要闻,2025-08-28 20:54:33,深股通现身16只个股龙虎榜,证券时报网,8月28日公开信息显示，深股通席位共现身16只个股龙虎榜。证券时报·数据宝统计显示，8月28日共有43只个股上榜龙虎榜，其中，16只个股前五大买卖营业部中出现深股通专用席位的身影。净买入的有天孚通信、领益智造、东山精密等，净买入金额分别为127013.80万元、31431.85万元、31285.11万元。,"http://finance.eastmoney.com/news/1353,202508283498277888.html",positive (stars 4 and 5),0.8170413970947266
证券要闻,2025-08-28 20:48:05,科技成本轮牛市主线 外资公募如何看后市？,第一财经,【科技成本轮牛市主线 外资公募如何看后市？】近期，上证综指已冲上3800点大关，科技板块景气度点燃市场情绪，寒武纪股价本周超越了贵州茅台。不过，市场波动加剧，由流动性驱动的牛市能持续多久？对此，第一财经采访了施罗德基金管理（中国）副总经理、基金经理安昀。,"http://finance.eastmoney.com/news/1353,202508283498247297.html",positive (stars 4 and 5),0.8202460408210754
证券要闻,2025-08-28 20:47:52,澳大利亚量子公司提出光子电路设计新框架 | 每日全球科技要闻,科创板日报,▌SpaceX星舰完成第十次试飞，成功溅落印度洋SpaceX的星舰在经历多次失利后，于8月26日成功完成第十次试飞。此次试飞在得克萨斯州星际基地发射，33个发动机推动星舰进入亚轨道，完成级间分离、模拟载荷部署、猛禽发动机太空再点火等任务，最终成功溅落印度洋。,"http://finance.eastmoney.com/news/1353,202508283498460998.html",positive (stars 4 and 5),0.9182921648025513
证券要闻,2025-08-28 20:41:16,港元走高逼近强方保证，港股将向何处去？,第一财经,Wind数据显示，8月份迄今20个交易日恒生指数累计涨幅不足1%，远低于创业板指同期涨幅（21.43%）。与此同时，港元汇率已从8月初的7.85弱方保证强势反弹，一度逼近7.75强方保证，引发市场关注。业内指出，本轮港元戏剧性升值源于供给收缩与需求扩张双重推动。历史经验表明，港元走强通常催化海外资金流入，利好港股表现。,"http://finance.eastmoney.com/news/1353,202508283498448097.html",positive (stars 4 and 5),0.7662602663040161
证券要闻,2025-08-28 20:39:18,8月28日晚间上市公司利好消息一览(附名单),东方财富研究中心,沪深两市多家上市公司8月28日晚间发布重要公告，以下为利好的消息汇总：中环海陆：筹划公司控制权变更事项股票停牌中环海陆公告，公司控股股东、实际控制人吴君三正在筹划公司控制权变更相关事宜，该事项可能导致公司控股股东、实际控制人发生变更。经申请，公司股票及可转换公司债券自2025年8月29日开市起停牌，预计停牌时间不超过2个交易日。公司可转换公司债券“中陆转债”将停止转股。,"http://finance.eastmoney.com/news/1353,202508283498248243.html",positive (stars 4 and 5),0.6016336679458618
证券要闻,2025-08-28 20:23:26,“不寒而栗”！4万多股民狂嗨,东方财富研究中心,周四A股三大指数午后上演大反攻，至收盘沪指涨1.14%，深成指涨2.25%，创业板指涨3.82%。沪深两市成交额2.97万亿元，较上一交易日缩量1948亿元。盘面上，芯片股集体大涨，CPO等算力硬件股维持强势。相反，农业、减肥药、服装、白酒等板块跌幅居前。01两大巨头历史新高具体到盘面，科创板无疑成了周四人气最旺的地方，科创50指数大涨7.23%。,"http://finance.eastmoney.com/news/1354,202508283498248431.html",positive (stars 4 and 5),0.7211883664131165
证券要闻,2025-08-28 23:34:18,欧盟委员会提出立法提案 拟取消部分美国商品关税,央视新闻,【欧盟委员会提出立法提案 拟取消部分美国商品关税】当地时间8月28日，欧盟委员会提出两项立法提案，为落实欧盟与美国关于关税的联合声明迈出关键一步。据称，这些措施旨在确保美国自8月1日起对欧盟汽车行业实施的关税减让，并进一步推动跨大西洋贸易和投资关系的稳定与可预见性。根据提案，欧盟将取消部分美国工业品关税，给予部分海产品和非敏感农产品优惠市场准入，并延长龙虾免关税待遇。与此同时，美国承诺将欧盟汽车及零部件关税从27.5%降至15%，并自9月1日起对软木、飞机及零部件、仿制药及化学前体等若干产品实施零关税或近零关税。这两项提案是落实欧盟美国联合声明第一部分承诺的必要立法步骤。接下来，欧洲议会和欧盟理事会需通过普通立法程序批准，相关关税措施方可生效。,"http://finance.eastmoney.com/news/1351,202508283498411226.html",positive (stars 4 and 5),0.6902956366539001
证券要闻,2025-08-28 20:20:07,一体化云数据库从“成本中心”转向“增长引擎”,国际金融报,8月28日，首届“2025零售数据底座创新大会”在上海召开。大会同期发布《零售一体化云数据库白皮书》（下称“白皮书”），这是零售业内首次系统阐述一体化云数据库价值的权威报告。白皮书指出，在“秒级决策”与“厘米级洞察”的竞争时代，一体化云数据库正从“成本中心”转向“增长引擎”。,"http://finance.eastmoney.com/news/1353,202508283498513279.html",positive (stars 4 and 5),0.9551251530647278
证券要闻,2025-08-28 21:00:19,8月28日东方财富财经晚报（附新闻联播）,东方财富Choice数据,1、中央重磅文件对外公布，事关城市高质量发展。2、寒武纪紧急回应，预计2025年全年实现营业收入50亿元至70亿元。3、国家数据局局长：今年还将推出数据产权等十几项产业政策。,"http://finance.eastmoney.com/news/1353,202508283498244212.html",positive (stars 4 and 5),0.7790672183036804
证券要闻,2025-08-28 19:56:50,8月28日晚市要闻,南方财经网,8月28日晚市要闻,"http://finance.eastmoney.com/news/1353,202508283498215571.html",positive (stars 4 and 5),0.8228577971458435
证券要闻,2025-08-28 19:43:29,“开学季”竞相揽客 航司掘金学生“首乘”经济,北京商报,临近9月开学，航空市场迎来一波以学生为主力的出行小高峰。截至8月28日，包括国航、东航、南航在内的多家航司纷纷推出针对学生群体的专属优惠和服务措施。在暑运末尾及9月平季，学生是规模较大的民航出行客群。抢占学生市场的背后，是航司吸引客流、拉动客座率、增加收益的意图。,"http://finance.eastmoney.com/news/1354,202508283498196738.html",positive (stars 4 and 5),0.9319391846656799
证券要闻,2025-08-28 19:35:20,AI“带飞”！上游覆铜板厂商H1业绩普增 行业正掀新一轮涨价,财联社,近期覆铜板(CCL)上市公司今年上半年“成绩单”陆续出炉，多数厂商业绩报喜。此外，财联社记者多方采访了解到，当前受需求端景气度上行，叠加原材料上涨带来的成本支撑，多家覆铜板厂商已开启新一轮涨价。市场分析认为，随着下半年传统消费电子旺季到来和AI领域对覆铜板的需求持续旺盛，覆铜板企业盈利能力有望进一步提升。,"http://finance.eastmoney.com/news/1354,202508283498192652.html",positive (stars 4 and 5),0.9268640279769897
证券要闻,2025-08-28 19:35:13,【28日资金路线图】中芯国际涨17%创新高，两机构抛售超11亿元,证券时报,8月28日，A股市场整体上涨。截至收盘，上证指数收报3843.6点，上涨1.14%；深证成指收报12571.37点，上涨2.25%；创业板指收报2827.17点，上涨3.82%。两市合计成交29708.03亿元，较上一交易日减少1947.62亿元。值得注意的是，中芯国际涨超17%，股价创历史新高。在今日科技股大涨的情况下，机构资金大举卖出中芯国际等科技股。,"http://finance.eastmoney.com/news/1353,202508283498189938.html",positive (stars 4 and 5),0.8380483388900757
证券要闻,2025-08-28 15:21:03,中方贸易谈判代表将赴美会见美方相关官员 商务部回应,央视新闻客户端,【中方贸易谈判代表将赴美会见美方相关官员 商务部回应】发言人介绍，商务部国际贸易谈判代表兼副部长李成钢率团于24日至27日访问加拿大，与加方共同主持召开中加经贸联委会，之后李成钢一行将赴美国华盛顿会见美方相关官员。中方愿与美方一道，继续发挥好中美经贸磋商机制作用，通过平等对话协商解决问题，共同维护中美经贸关系健康稳定可持续发展。,"http://finance.eastmoney.com/news/1345,202508283497917017.html",positive (stars 4 and 5),0.5997697114944458
